Activity,Profile_Age,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Weight training,25-29,2817,11800.0,1476.3050140364553,0.12470675378132311,11800.0,True,passes conservative screen,11.6,0.900491778086199,0.07771101893569606,10
Weight training,30-34,2478,10400.0,1245.894335550794,0.11965941779770621,10400.0,True,passes conservative screen,10.2,0.7952004167731123,0.07802454506578235,10
Weight training,35-39,2042,8800.0,1096.4740947397793,0.12487222257441252,8800.0,True,passes conservative screen,8.6,0.7631071496990766,0.08878548281739776,10
Weight training,40-44,1488,6400.0,887.5210492550859,0.13817645833628273,6400.0,True,passes conservative screen,6.3,0.6568453174404034,0.10447382012339777,10
Weight training,45-49,1234,5200.0,714.1188969775365,0.1365099644748262,5200.0,True,passes conservative screen,5.1,0.5335504433911229,0.10419773660213175,10
Weight training,50-54,1074,4700.0,732.102605012574,0.15647934938571217,4700.0,True,passes conservative screen,4.6,0.5513842138387187,0.12040052470719272,10
Weight training,55-59,805,3600.0,639.4172644111543,0.17885182155526336,3600.0,True,passes conservative screen,3.5,0.49986433187757373,0.1428400948885473,10
Weight training,60-64,586,2500.0,476.522680237552,0.19084762628414242,2500.0,True,passes conservative screen,2.4,0.39699477541238415,0.16243400412764475,10
Weight training,65-69,445,2100.0,432.02573856769806,0.21030786159244186,2100.0,True,passes conservative screen,2.0,0.3648132974764218,0.1814285034358379,10
Weight training,70-74,301,1400.0,346.32366413705915,0.24377340123665064,1400.0,True,passes conservative screen,1.4,0.2993182419586467,0.21524164715001173,10
Weight training,75-79,221,,326.7201540560565,0.30276534202881605,,False,estimate < 1200,,0.28006832866063236,0.2651448559742849,10
Weight training,80+,204,,264.5450133074785,0.2766478794317878,,False,estimate < 1200,,0.23444800013989595,0.25047435714397626,10
Other sport/recreation,0-4,469,,310.23047360749416,0.28670643165421794,,False,estimate < 1200,,0.36695945234725597,0.27097821727587473,10
Other sport/recreation,5-9,4481,11700.0,2889.3087876492928,0.24596164648441218,11700.0,True,passes conservative screen,14.7,2.121800206712652,0.14432489264789333,10
Other sport/recreation,10-14,10053,28500.0,5075.6901866274075,0.17832621665746767,28500.0,True,passes conservative screen,35.6,2.656326118443398,0.07457011372279569,10
Other sport/recreation,15-19,5379,18400.0,2055.8830815977285,0.11189133288163865,18400.0,True,passes conservative screen,23.0,1.7570782774573641,0.07641039890901259,10
Other sport/recreation,20-24,1659,7100.0,1197.1557944304693,0.1675170138063463,7100.0,True,passes conservative screen,8.9,1.5917879854869577,0.17797409601023512,10
Other sport/recreation,25-29,878,3600.0,593.0205906171743,0.16294188156036032,3600.0,True,passes conservative screen,4.6,0.7988344584741123,0.17538121195478396,10
Other sport/recreation,30-34,623,2600.0,486.2160251265626,0.18659937901702903,2600.0,True,passes conservative screen,3.3,0.6659730133030107,0.20422122602601886,10
Other sport/recreation,35-39,359,1600.0,343.42163688842356,0.21115880802350923,1600.0,True,passes conservative screen,2.0,0.47464936186427853,0.23319421468905704,10
Other sport/recreation,40-44,275,1300.0,303.6240700399365,0.23193108297143938,1300.0,True,passes conservative screen,1.6,0.40354943755060285,0.2463104440760199,10
Other sport/recreation,45-49,159,,213.12923769259797,0.2858278547242552,,False,estimate < 1200,,0.2741528216812102,0.29377684398011866,10
Other sport/recreation,50-54,167,,234.4268494908209,0.29443368974923295,,False,estimate < 1200,,0.29615968986008623,0.2972141074668314,10
Other sport/recreation,55-59,141,,231.06694624914311,0.3100128583837571,,False,estimate < 1200,,0.30003807629377544,0.3216485349000535,10
Other sport/recreation,60-64,93,,196.32830374188558,0.3856491919798527,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.25907605790463095,0.406630653328197,10
Other sport/recreation,65-69,85,,184.68784824512232,0.3936730809441961,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.2401773414352589,0.4090654060207951,10
Other sport/recreation,70-74,49,,135.90750358588429,0.5233204097626108,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.1741546093661744,0.535824458387219,10
Other sport/recreation,75-79,45,,129.92732497209224,0.5163220824572662,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.1640602843844861,0.520939135916009,10
Other sport/recreation,80+,24,,92.09365825850261,0.6909690819074777,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.11691380658136251,0.7009031527308234,10
Combat sports,0-4,102,,115.79886843731815,0.4477887812938706,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.13536495818537397,0.4432758187241225,10
Combat sports,5-9,1771,4800.0,911.977893698526,0.19182715441588294,4800.0,True,passes conservative screen,5.6,0.8367279981800002,0.14904210258444295,10
Combat sports,10-14,6168,18600.0,2571.154325649594,0.13837147165925123,18600.0,True,passes conservative screen,21.9,1.5618810389704498,0.07118119290841815,10
Combat sports,15-19,7792,27800.0,3482.9546130623276,0.1251875050324722,27800.0,True,passes conservative screen,32.9,1.7243381638564166,0.05248491561301724,10
Combat sports,20-24,2189,9500.0,1216.6226565841419,0.12762605816804604,9500.0,True,passes conservative screen,11.3,1.1837842438645956,0.10516104794681505,10
Combat sports,25-29,1750,7500.0,988.7424433194432,0.13196634886432593,7500.0,True,passes conservative screen,8.8,0.8963633421236674,0.10131249366739939,10
Combat sports,30-34,1211,5300.0,735.1546808516939,0.13991339699476274,5300.0,True,passes conservative screen,6.2,0.7617021035856166,0.12276218883321208,10
Combat sports,35-39,851,3800.0,612.4487676481745,0.16036957510641026,3800.0,True,passes conservative screen,4.5,0.6096150184620224,0.1351782329900224,10
Combat sports,40-44,584,2600.0,521.0700530995189,0.2007843110967447,2600.0,True,passes conservative screen,3.1,0.5640943178126929,0.1840705371867508,10
Combat sports,45-49,397,1700.0,393.17619064084397,0.22853089355796685,1700.0,True,passes conservative screen,2.0,0.4263684093803828,0.20986577548551408,10
Combat sports,50-54,256,,308.8768108792599,0.2635871236798063,,False,estimate < 1200,,0.3445273346085406,0.24897828131418187,10
Combat sports,55-59,148,,217.3210639941329,0.3226553963615258,,False,estimate < 1200,,0.24782280437081117,0.3115855232784036,10
Combat sports,60-64,111,,168.41154227241245,0.3748534015712947,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.19967977607661097,0.37637656824373145,10
Combat sports,65-69,65,,115.14041495198725,0.4287341673126908,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.13413004625793895,0.4229463422418339,10
Combat sports,70-74,23,,67.98645154548552,0.5624838174704357,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.08349640274223745,0.5849979137455106,10
Combat sports,75-79,21,,73.7056854601238,0.6275360608310865,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.09012134262248393,0.6497768657742873,10
Combat sports,80+,17,,38.59314287195305,0.7458726273886526,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.047039808881453656,0.7698727798834203,10
Other ball sports,0-4,2113,5300.0,979.6251653432428,0.18521211608978014,5300.0,True,passes conservative screen,7.5,1.090662309525206,0.145108994567803,10
Other ball sports,5-9,4101,10500.0,1578.505781584365,0.1507208833696338,10500.0,True,passes conservative screen,14.9,1.7343378530039022,0.11653477015783904,10
Other ball sports,10-14,6291,18400.0,2323.762087586883,0.1261038811146756,18400.0,True,passes conservative screen,26.2,2.567427058225365,0.09804590786411092,10
Other ball sports,15-19,1843,6400.0,863.2031111369548,0.1345829473681721,6400.0,True,passes conservative screen,9.1,1.2112516462947,0.1328941872909659,10
Other ball sports,20-24,553,2500.0,471.3272264978008,0.19202739922268833,2500.0,True,passes conservative screen,3.5,0.6671011312193488,0.19126121766008475,10
Other ball sports,25-29,589,2400.0,435.96105296620124,0.1790413717738457,2400.0,True,passes conservative screen,3.5,0.6671713414131435,0.19281359568092063,10
Other ball sports,30-34,557,2500.0,462.5522887967983,0.18738693263814749,2500.0,True,passes conservative screen,3.5,0.7114032926923833,0.2028097856325662,10
Other ball sports,35-39,416,1900.0,404.6424179981383,0.2080075092391009,1900.0,True,passes conservative screen,2.8,0.5749118937698434,0.20797132891582118,10
Other ball sports,40-44,361,1600.0,352.05051293422605,0.2147870507300992,1600.0,True,passes conservative screen,2.3,0.5118332012178343,0.21974860880763306,10
Other ball sports,45-49,288,1400.0,336.0299035473345,0.23533803692564637,1400.0,True,passes conservative screen,2.0,0.46166913350936106,0.22753049178318213,10
Other ball sports,50-54,320,1500.0,376.26282809651406,0.24514954244016066,1500.0,True,passes conservative screen,2.2,0.4715962009514737,0.21622436805652046,10
Other ball sports,55-59,385,1900.0,539.3684953354445,0.2842506854116708,1900.0,True,passes conservative screen,2.7,0.5739507567483274,0.21285563156664875,10
Other ball sports,60-64,532,,1022.5137087275274,0.3457670741820606,,False,"CV bound outside [0, 0.33]",,1.0889581647598652,0.25913152944628653,10
Other ball sports,65-69,716,,1438.9410807130805,0.3615257408709632,,False,"CV bound outside [0, 0.33]",,1.5671658121927647,0.27708035107387435,10
Other ball sports,70-74,563,,1319.9818425013525,0.4001637815586922,,False,"CV bound outside [0, 0.33]",,1.4602241611142774,0.31151855415771074,10
Other ball sports,75-79,371,,817.6169892808914,0.37971739919202097,,False,"CV bound outside [0, 0.33]",,0.8952311633591636,0.2925771124027184,10
Other ball sports,80+,290,,603.156609175465,0.38274203758412956,,False,"CV bound outside [0, 0.33]",,0.6596592136816786,0.2945711928290316,10
