Body_Region,Age_Band,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Internal/systemic,45-54,5,,21.699319999999993,0.9999999999999996,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.018900947855784573,1.0508930856065275,10
Internal/systemic,55-64,8,,33.27110255935995,0.8063743527493363,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.03455492056142977,0.8644643662655327,10
Internal/systemic,65-74,3,,19.747806328032603,0.7561736018245376,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.0251481526820769,0.9077019940254207,10
Internal/systemic,75+,4,,22.53348,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.037595674813262765,1.1343116973468974,10
Not stated/other,0-4,96,,113.73424494177928,0.46665224709834124,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.26621858599930054,0.5122446835711764,10
Not stated/other,5-9,266,,254.10834587223638,0.3458834670332109,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.14247077642259226,0.3691518545676889,10
Not stated/other,10-14,585,1500.0,455.1544063316119,0.297531484842084,1500.0,True,passes conservative screen,0.3,0.08266633835014577,0.308335253296335,10
Not stated/other,15-17,443,1400.0,394.8986744552181,0.27963853928206217,1400.0,True,passes conservative screen,0.4,0.10131173592003899,0.287215883758704,10
Not stated/other,18-24,365,,536.4966067097555,0.3429908862172454,,False,"CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.16211241086631642,0.3332703623756179,10
Not stated/other,25-34,287,1300.0,383.5308542370609,0.29697760451524885,1300.0,True,passes conservative screen,0.5,0.14686665678744532,0.28480694866139933,10
Not stated/other,35-44,239,,336.9693076858464,0.3336751927742367,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.19609045332409517,0.326965128890999,10
Not stated/other,45-54,199,,307.09987550863536,0.36203105363426263,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.2528754477581136,0.359661477173076,10
Not stated/other,55-64,259,,413.4686444842083,0.3593841165730296,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.38488425368942414,0.3453139523857522,10
Not stated/other,65-74,348,,566.7060621284365,0.3393884866573761,,False,"CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.6477747599815874,0.36567714489296005,10
Not stated/other,75+,340,,582.9993792333926,0.36283047355612924,,False,"CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.919844932775718,0.3892002205780106,10
